bus;Pg;Qg;Qmax;Qmin;Vg;mBase;status;Pmax;Pmin;c2;c1;c0
4;0.0;0.0;0.0;0.0;1.0111115;100.0;0;12.0;0.0;0.0;13.409395;0.0
4;0.0;0.0;0.0;0.0;1.0111115;100.0;0;10.0;0.0;0.0;31.107344;0.0
5;0.0;0.0;0.0;0.0;1.0079355;100.0;0;9.1;0.0;0.0;47.925525;0.0
11;14.000000000000002;0.0;0.0;0.0;1.000001;100.0;1;28.000000000000004;0.0;0.0;20.484465;0.0
11;0.0;0.0;0.0;0.0;1.000001;100.0;0;18.0;0.0;0.0;108.925421;0.0
17;0.0;0.0;0.0;0.0;1.022224;100.0;0;8.2;0.0;0.0;28.288203;0.0
19;0.0;0.0;0.0;0.0;0.999999;100.0;0;1.2;0.0;0.0;113.056805;0.0
22;0.0;0.0;0.0;0.0;1.0158755;100.0;0;10.0;0.0;0.0;37.340978;0.0
24;0.0;0.0;0.0;0.0;1.033333;100.0;0;16.1;0.0;0.0;35.662206;0.0
24;0.0;0.0;0.0;0.0;1.033333;100.0;0;35.5;0.0;0.0;32.703933;0.0
25;18.0;0.0;0.0;0.0;1.022222;100.0;1;36.0;0.0;0.0;114.557087;0.0
25;0.0;0.0;0.0;0.0;1.022222;100.0;0;27.200000000000003;0.0;0.0;50.026509;0.0
40;0.0;0.0;0.0;0.0;1.027779;100.0;0;8.0;0.0;0.0;34.735298;0.0
47;8.0;-0.25;9.5;-10.0;0.999999;100.0;1;16.0;0.0;0.0;22.571794;0.0
47;8.0;-0.25;9.5;-10.0;0.999999;100.0;1;16.0;0.0;0.0;95.370382;0.0
48;0.0;0.0;0.0;0.0;1.000001;100.0;0;23.0;0.0;0.0;104.662993;0.0
48;0.0;0.0;0.0;0.0;1.000001;100.0;0;24.0;0.0;0.0;29.880796;0.0
57;6.5;0.95;1.0;0.9000000000000001;1.0000025;100.0;1;13.0;0.0;0.0;18.733966;0.0
64;0.0;0.0;0.0;0.0;0.9888895;100.0;0;24.0;0.0;0.0;26.732519000000003;0.0
64;0.0;0.0;0.0;0.0;0.9888895;100.0;0;27.6;0.0;0.0;49.97010099999999;0.0
69;0.0;0.0;0.0;0.0;1.0079355;100.0;0;30.04;0.0;0.0;42.646350000000005;0.0
