ID;BUS;P_MW;Q_MVAr;S_MVA;Loading_P;Loading_Q
1181;6309;1360.0;0.0;1360.0;1.0;0.0
1182;6310;1360.0;0.0;1360.0;1.0;0.0
1183;6311;0.0;0.0;0.0;0.0;0.0
1184;6312;0.0;0.0;0.0;0.0;0.0
1185;6313;0.0;0.0;0.0;0.0;0.0
1186;6314;1.4;0.0;1.4;0.0;0.0
1187;6315;240.0;0.0;240.0;1.0;0.0
1188;6316;-240.0;0.0;-240.0;0.0;0.0
1189;6317;939.03;0.0;939.03;1.0;0.0
1190;6319;950.06;0.0;950.06;1.0;0.0
1191;6320;948.06;0.0;948.06;1.0;0.0
1192;6321;1503.0;0.0;1503.0;1.0;0.0
1193;6322;1503.0;0.0;1503.0;1.0;0.0
1194;6323;1498.0;0.0;1498.0;1.0;0.0
1195;6324;1498.0;0.0;1498.0;1.0;0.0
1196;6325;125.0;0.0;125.0;1.0;0.0
1197;6326;125.0;0.0;125.0;1.0;0.0
1198;6327;148.2;0.0;148.2;1.0;0.0
1199;6328;0.0;0.0;0.0;-0.0;0.0
1200;6329;610.0;0.0;610.0;1.0;0.0
1201;6330;310.0;0.0;310.0;0.0;0.0
1202;6332;0.0;0.0;0.0;-0.0;0.0
1203;6333;0.0;0.0;0.0;0.0;0.0
1204;6334;0.0;0.0;0.0;0.0;0.0
1205;6335;50.0;0.0;50.0;1.0;0.0
1206;6336;0.0;0.0;0.0;0.0;0.0
1207;6337;50.0;0.0;50.0;1.0;0.0
1208;6338;0.0;0.0;0.0;0.0;0.0
1209;6339;1000.0;0.0;1000.0;1.0;0.0
1210;6340;1000.0;0.0;1000.0;1.0;0.0
1211;6341;1000.0;0.0;1000.0;1.0;0.0
1212;6342;930.0;0.0;930.0;1.0;0.0
1213;6343;0.0;0.0;0.0;0.0;0.0
1214;6344;57.0;0.0;57.0;1.0;0.0
1215;6345;0.0;0.0;0.0;-0.0;0.0
1216;6346;0.0;0.0;0.0;-0.0;0.0
1217;6347;248.8;0.0;248.8;0.0;0.0
1218;6348;922.95;0.0;922.95;1.0;0.0
1219;6349;922.95;0.0;922.95;1.0;0.0
1220;6350;929.95;0.0;929.95;1.0;0.0
1221;6351;944.96;0.0;944.96;1.0;0.0
1222;6352;0.0;0.0;0.0;0.0;0.0
1223;6353;1380.0;0.0;1380.0;1.0;0.0
1224;6354;1380.0;0.0;1380.0;1.0;0.0
1225;6355;31.5;0.0;31.5;1.0;0.0
1226;6356;65.0;0.0;65.0;1.0;0.0
1227;6357;0.0;0.0;0.0;0.0;0.0
1228;6358;65.0;0.0;65.0;1.0;0.0
1229;6359;0.0;0.0;0.0;0.0;0.0
1230;6360;0.0;0.0;0.0;0.0;0.0
1231;6361;1308.0;0.0;1308.0;1.0;0.0
1232;6362;1308.0;0.0;1308.0;1.0;0.0
1233;6363;0.0;0.0;0.0;0.0;0.0
1234;6364;0.0;0.0;0.0;0.0;0.0
1235;6365;458.26;0.0;458.26;1.0;0.0
1236;6366;36.0;0.0;36.0;1.0;0.0
1237;6367;947.0;0.0;947.0;1.0;0.0
1238;6368;267.0;0.0;267.0;0.0;0.0
1239;6369;947.0;0.0;947.0;1.0;0.0
1240;6370;947.0;0.0;947.0;1.0;0.0
1241;6371;947.0;0.0;947.0;1.0;0.0
1242;6372;947.0;0.0;947.0;1.0;0.0
1243;6373;0.0;0.0;0.0;-0.0;0.0
1244;6374;456.8;0.0;456.8;1.0;0.0
1245;6375;130.0;0.0;130.0;0.0;0.0
1246;6376;0.0;0.0;0.0;-0.0;0.0
1247;6377;0.0;0.0;0.0;-0.0;0.0
1248;6379;0.0;0.0;0.0;0.0;0.0
1249;6380;0.0;0.0;0.0;0.0;0.0
1250;6381;31.0;0.0;31.0;1.0;0.0
1251;6382;31.0;0.0;31.0;1.0;0.0
1252;6383;19.5;0.0;19.5;1.0;0.0
1253;6384;19.5;0.0;19.5;1.0;0.0
1254;6385;0.0;0.0;0.0;0.0;0.0
1255;6386;0.0;0.0;0.0;0.0;0.0
1256;6387;0.0;0.0;0.0;0.0;0.0
1257;6388;0.0;0.0;0.0;0.0;0.0
1258;6389;0.0;0.0;0.0;0.0;0.0
1259;6390;0.0;0.0;0.0;-0.0;0.0
1260;6391;47.0;0.0;47.0;1.0;0.0
1261;6392;47.0;0.0;47.0;1.0;0.0
1262;6393;0.0;0.0;0.0;0.0;0.0
1263;6394;69.0;0.0;69.0;1.0;0.0
1264;6395;76.0;0.0;76.0;1.0;0.0
1265;6396;77.5;0.0;77.5;1.0;0.0
1266;6397;0.0;0.0;0.0;0.0;0.0
1267;6398;0.0;0.0;0.0;0.0;0.0
1268;6399;0.0;0.0;0.0;0.0;0.0
1269;6400;0.0;0.0;0.0;0.0;0.0
1270;6401;0.0;0.0;0.0;0.0;0.0
1271;6402;37.0;0.0;37.0;1.0;0.0
1272;6403;37.0;0.0;37.0;1.0;0.0
1273;6404;37.0;0.0;37.0;1.0;0.0
1274;6405;137.0;0.0;137.0;0.0;0.0
1275;6406;250.0;0.0;250.0;1.0;0.0
1276;6407;0.0;0.0;0.0;0.0;0.0
1277;6408;19.0;0.0;19.0;1.0;0.0
1278;6409;0.0;0.0;0.0;0.0;0.0
1279;6410;419.9;0.0;419.9;1.0;0.0
1280;6411;0.0;0.0;0.0;0.0;0.0
1281;6412;0.0;0.0;0.0;0.0;0.0
1282;6413;0.0;0.0;0.0;-0.0;0.0
1283;6414;0.0;0.0;0.0;-0.0;0.0
1284;6415;227.0;0.0;227.0;1.0;0.0
1285;6416;-218.0;0.0;-218.0;0.0;0.0
1286;6417;227.0;0.0;227.0;1.0;0.0
1287;6418;227.0;0.0;227.0;1.0;0.0
1288;6419;65.0;0.0;65.0;1.0;0.0
1289;6420;0.0;0.0;0.0;0.0;0.0
1290;6421;950.0;0.0;950.0;1.0;0.0
1291;6422;950.0;0.0;950.0;1.0;0.0
1292;6423;288.0;0.0;288.0;0.811;0.0
1293;6424;191.0;0.0;191.0;1.0;0.0
1294;6425;0.0;0.0;0.0;-0.0;0.0
1295;6426;1360.0;0.0;1360.0;1.0;0.0
1296;6427;61.0;0.0;61.0;1.0;0.0
1297;6428;0.0;0.0;0.0;0.0;0.0
1298;6429;0.0;0.0;0.0;0.0;0.0
1299;6430;1380.0;0.0;1380.0;1.0;0.0
1300;6431;1380.0;0.0;1380.0;1.0;0.0
1301;6432;1380.0;0.0;1380.0;1.0;0.0
1302;6433;1290.0;0.0;1290.0;1.0;0.0
1303;6434;0.8;0.0;0.8;0.0;0.0
1304;6435;1380.0;0.0;1380.0;1.0;0.0
1305;6436;1380.0;0.0;1380.0;1.0;0.0
1306;6437;0.0;0.0;0.0;-0.0;0.0
1307;6438;0.0;0.0;0.0;-0.0;0.0
1308;6439;598.0;0.0;598.0;1.0;0.0
1309;6440;0.0;0.0;0.0;-0.0;0.0
1310;6441;0.0;0.0;0.0;0.0;0.0
1311;6442;0.0;0.0;0.0;0.0;0.0
1312;6443;0.0;0.0;0.0;0.0;0.0
1313;6444;80.0;0.0;80.0;1.0;0.0
1314;6445;245.0;0.0;245.0;1.0;0.0
1315;6446;503.0;0.0;503.0;0.671;0.0
1316;6447;56.0;0.0;56.0;1.0;0.0
1317;6448;56.0;0.0;56.0;1.0;0.0
1318;6449;47.0;0.0;47.0;0.81;0.0
1319;6450;0.0;0.0;0.0;0.0;0.0
1320;6451;0.0;0.0;0.0;0.0;0.0
1321;6452;230.8;0.0;230.8;0.0;0.0
1322;6453;41.0;0.0;41.0;1.0;0.0
1323;6454;0.0;0.0;0.0;0.0;0.0
1324;6455;0.0;0.0;0.0;0.0;0.0
1325;6456;0.0;0.0;0.0;0.0;0.0
1326;6457;0.0;0.0;0.0;0.0;0.0
1327;6458;0.0;0.0;0.0;0.0;0.0
1328;6459;0.0;0.0;0.0;0.0;0.0
1329;6460;0.0;0.0;0.0;0.0;0.0
1330;6461;180.0;0.0;180.0;1.0;0.0
1331;6462;180.0;0.0;180.0;1.0;0.0
1332;6463;180.0;0.0;180.0;1.0;0.0
1333;6464;180.0;0.0;180.0;1.0;0.0
1334;6465;32.0;0.0;32.0;1.0;0.0
1335;6466;0.0;0.0;0.0;0.0;0.0
1336;6467;0.0;0.0;0.0;0.0;0.0
1337;6468;0.0;0.0;0.0;0.0;0.0
1338;6469;0.0;0.0;0.0;0.0;0.0
1339;6470;44.0;0.0;44.0;1.0;0.0
1340;6471;0.0;0.0;0.0;0.0;0.0
1341;6472;0.0;0.0;0.0;0.0;0.0
1342;6473;38.0;0.0;38.0;1.0;0.0
1343;6474;0.0;0.0;0.0;0.0;0.0
1344;6475;38.0;0.0;38.0;1.0;0.0
1345;6476;66.0;0.0;66.0;1.0;0.0
1346;6477;84.0;0.0;84.0;1.0;0.0
1347;6478;84.0;0.0;84.0;1.0;0.0
1348;6479;0.0;0.0;0.0;0.0;0.0
1349;6480;0.0;0.0;0.0;0.0;0.0
1350;6481;81.0;0.0;81.0;1.0;0.0
1351;6482;81.0;0.0;81.0;1.0;0.0
1352;6483;0.0;0.0;0.0;0.0;0.0
1353;6484;130.0;0.0;130.0;1.0;0.0
1354;6485;1102.566;0.0;1102.566;0.781;0.0
1355;6486;1332.0;0.0;1332.0;1.0;0.0
1356;6487;150.0;0.0;150.0;0.0;0.0
1357;6488;595.0;0.0;595.0;1.0;0.0
1358;6489;443.0;0.0;443.0;1.0;0.0
1359;6490;443.0;0.0;443.0;1.0;0.0
1360;6491;0.0;0.0;0.0;0.0;0.0
1361;6492;50.0;0.0;50.0;1.0;0.0
1362;6493;30.0;0.0;30.0;1.0;0.0
1363;6494;30.0;0.0;30.0;1.0;0.0
1364;6495;85.0;0.0;85.0;1.0;0.0
1365;6496;0.0;0.0;0.0;-0.0;0.0
1366;6497;949.89;0.0;949.89;1.0;0.0
1367;6498;952.89;0.0;952.89;1.0;0.0
1368;6499;49.0;0.0;49.0;1.0;0.0
1369;6500;0.0;0.0;0.0;0.0;0.0
1370;6501;49.0;0.0;49.0;1.0;0.0
1371;6502;156.0;0.0;156.0;1.0;0.0
1372;6503;99.0;0.0;99.0;1.0;0.0
1373;6504;0.0;0.0;0.0;0.0;0.0
1374;6505;985.0;0.0;985.0;1.0;0.0
1375;6506;985.0;0.0;985.0;1.0;0.0
1376;6507;985.0;0.0;985.0;1.0;0.0
1377;6508;985.0;0.0;985.0;1.0;0.0
1378;6509;0.0;0.0;0.0;-0.0;0.0
1379;6510;0.0;0.0;0.0;-0.0;0.0
1380;6511;0.0;0.0;0.0;-0.0;0.0
1381;6512;-64.0;0.0;-64.0;0.0;0.0
1382;6513;-64.0;0.0;-64.0;0.0;0.0
1383;6514;-64.0;0.0;-64.0;0.0;0.0
1384;6515;268.0;0.0;268.0;1.0;0.0
1385;6516;138.0;0.0;138.0;0.0;0.0
1386;6517;180.0;0.0;180.0;1.0;0.0
1387;6518;0.0;0.0;0.0;0.0;0.0
1388;6519;128.0;0.0;128.0;1.0;0.0
