bus;Pg;Qg;Qmax;Qmin;Vg;mBase;status;Pmax;Pmin;c2;c1;c0
1279;21.0;0.0;15.0;-15.0;1.044445;100.0;1;35.0;7.000000000000001;0.0;44.799484;0.0
1210;21.66;2.5;20.0;-15.0;1.0;100.0;1;36.1;7.22;0.0;103.296155;0.0
751;27.6;6.0;21.0;-9.0;1.0158755;100.0;1;46.0;9.2;0.0;133.455196;0.0
978;2.0;0.0;0.1;-0.1;1.0;100.0;1;4.0;0.0;0.0;34.971862;0.0
978;4.2;0.95;1.0;0.9000000000000001;1.0;100.0;1;7.000000000000001;1.4;0.0;16.008364;0.0
158;1.35;0.0;0.0;0.0;1.0000025;100.0;1;2.7;0.0;0.0;102.18683000000001;0.0
1217;7.8;0.0;5.0;-5.0;1.022612;100.0;1;13.0;2.6;0.0;15.953518;0.0
367;30.0;9.0;27.0;-9.0;1.0;100.0;1;50.0;10.0;0.0;32.141291;0.0
1127;9.6;0.0;0.0;0.0;1.015872;100.0;1;16.0;3.2;0.0;29.183767;0.0
460;37.2;0.0;40.0;-40.0;1.04643;100.0;1;62.0;12.4;0.0;23.853832999999998;0.0
968;10.8;0.0;10.0;-10.0;1.0000025;100.0;1;18.0;3.6000000000000005;0.0;118.58264100000001;0.0
1827;13.200000000000001;-2.5;7.000000000000001;-12.0;1.033334;100.0;1;22.0;4.4;0.0;30.823457000000005;0.0
1466;20.5;-5.0;5.0;-15.0;1.0;100.0;1;40.0;1.0;0.0;33.54939;0.0
2863;20.5;0.0;6.0;-6.0;1.0;100.0;1;40.0;1.0;0.0;39.990137;0.0
1466;20.5;-5.0;5.0;-15.0;1.0;100.0;1;40.0;1.0;0.0;47.29929;0.0
2863;20.5;0.0;6.0;-6.0;1.0;100.0;1;40.0;1.0;0.0;28.709766;0.0
1072;7.200000000000001;0.95;1.0;0.9000000000000001;1.00445;100.0;1;12.0;2.4;0.0;19.392425;0.0
1072;0.0;0.0;1.0;0.9000000000000001;1.00445;100.0;0;14.000000000000002;2.8;0.0;26.184512999999995;0.0
